"PID","MS_SubClass","MS_Zoning","Lot_Frontage","Lot_Area","Street","Alley","Lot_Shape","Land_Contour","Utilities","Lot_Config","Land_Slope","Neighborhood","Condition_1","Condition_2","Bldg_Type","House_Style","Overall_Qual","Overall_Cond","Year_Built","Year_Remod_Add","Roof_Style","Roof_Matl","Exterior_1st","Exterior_2nd","Mas_Vnr_Type","Mas_Vnr_Area","Exter_Qual","Exter_Cond","Foundation","Bsmt_Qual","Bsmt_Cond","Bsmt_Exposure","BsmtFin_Type_1","BsmtFin_SF_1","BsmtFin_Type_2","BsmtFin_SF_2","Bsmt_Unf_SF","Total_Bsmt_SF","Heating","Heating_QC","Central_Air","Electrical","First_Flr_SF","Second_Flr_SF","Low_Qual_Fin_SF","Gr_Liv_Area","Bsmt_Full_Bath","Bsmt_Half_Bath","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","Kitchen_Qual","TotRms_AbvGrd","Functional","Fireplaces","Fireplace_Qu","Garage_Type","Garage_Yr_Blt","Garage_Finish","Garage_Cars","Garage_Area","Garage_Qual","Garage_Cond","Paved_Drive","Wood_Deck_SF","Open_Porch_SF","Enclosed_Porch","Three_season_porch","Screen_Porch","Pool_Area","Pool_QC","Fence","Misc_Feature","Misc_Val","Mo_Sold","Year_Sold","Sale_Type","Sale_Condition","Longitude","Latitude","Sale_Price"
527108030,"Two_Story_1946_and_Newer","Residential_Low_Density",50,13128,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",216,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,1074,1074,"GasA","Excellent","Y","SBrkr",1074,990,0,2064,0,0,2,1,4,1,"Good",7,"Typ",1,"Good","Attchd",2005,"Fin",2,527,"Typical","Typical","Paved",0,119,0,0,0,0,"No_Pool","No_Fence","None",0,1,2006,"WD ","Normal",-93.635935,42.062802,250000
527108060,"Two_Story_1946_and_Newer","Residential_Low_Density",42,13751,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Good","Average",2005,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",248,"Good","Typical","PConc","Good","Typical","Av","GLQ",3,"Unf",0,1640,1700,"GasA","Excellent","Y","SBrkr",1700,512,0,2212,1,0,2,1,3,1,"Good",9,"Typ",1,"Good","Attchd",2006,"Fin",3,773,"Typical","Typical","Paved",237,38,0,0,115,0,"No_Pool","No_Fence","None",0,5,2006,"New","Partial",-93.635798,42.062891,309000
527108090,"Two_Story_1946_and_Newer","Residential_Low_Density",168,23257,"Pave","No_Alley_Access","Irregular","HLS","AllPub","CulDSac","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Good","Average",2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Good","Typical","PConc","Excellent","Good","No","Unf",7,"Unf",0,868,868,"GasA","Excellent","Y","SBrkr",887,1134,0,2021,0,0,2,1,3,1,"Good",9,"Typ",1,"Good","BuiltIn",2006,"RFn",2,422,"Typical","Typical","Paved",0,100,0,0,0,0,"No_Pool","No_Fence","None",0,9,2006,"New","Partial",-93.635932,42.062956,274725
527146135,"Two_Story_PUD_1946_and_Newer","Residential_Low_Density",68,13108,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","OneFam","Two_Story","Very_Good","Average",1994,1994,"Gable","CompShg","CemntBd","CmentBd","None",0,"Good","Typical","PConc","Good","Typical","No","Unf",7,"Unf",0,2062,2062,"GasA","Excellent","Y","SBrkr",2079,608,0,2687,0,0,2,1,4,1,"Good",9,"Typ",0,"No_Fireplace","Attchd",1994,"Fin",2,618,"Typical","Typical","Paved",168,12,0,0,0,0,"No_Pool","No_Fence","None",0,12,2006,"WD ","Normal",-93.631604,42.060625,270000
527163020,"Two_Story_1946_and_Newer","Residential_Low_Density",0,7685,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","OneFam","Two_Story","Above_Average","Average",1993,1994,"Gable","CompShg","HdBoard","HdBoard","BrkFace",112,"Typical","Typical","PConc","Good","Typical","No","ALQ",1,"Unf",0,179,697,"GasA","Good","Y","SBrkr",697,804,0,1501,0,0,2,1,3,1,"Good",6,"Typ",1,"Typical","Attchd",1993,"Fin",2,420,"Typical","Typical","Paved",190,63,0,0,0,0,"No_Pool","No_Fence","None",0,5,2006,"WD ","Normal",-93.636949,42.058421,165600
527190050,"Two_Story_PUD_1946_and_Newer","Residential_Low_Density",44,5306,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","TwnhsE","Two_Story","Good","Good",1987,1987,"Gable","CompShg","HdBoard","HdBoard","None",0,"Good","Good","PConc","Good","Good","No","GLQ",3,"Rec",215,354,1064,"GasA","Good","Y","SBrkr",1064,703,0,1767,1,0,2,0,2,1,"Good",5,"Typ",1,"Typical","Attchd",1987,"RFn",2,504,"Good","Typical","Paved",441,35,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.631572,42.059332,239000
527190220,"One_Story_PUD_1946_and_Newer","Residential_Low_Density",0,6563,"Pave","No_Alley_Access","Slightly_Irregular","Low","AllPub","CulDSac","Mod","Stone_Brook","Norm","Norm","OneFam","One_Story","Very_Good","Average",1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",0,"Good","Typical","PConc","Good","Typical","Gd","GLQ",3,"Unf",0,594,1742,"GasA","Typical","Y","SBrkr",1742,0,0,1742,1,0,2,0,2,1,"Good",5,"Typ",1,"Typical","Attchd",1985,"RFn",2,564,"Typical","Typical","Paved",114,28,234,0,0,0,"No_Pool","No_Fence","None",0,12,2006,"WD ","Normal",-93.632571,42.058136,275000
527210030,"Two_Story_1946_and_Newer","Residential_Low_Density",59,16023,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","CulDSac","Gtl","Stone_Brook","Norm","Norm","OneFam","Two_Story","Excellent","Average",2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",600,"Good","Excellent","PConc","Excellent","Typical","Gd","GLQ",3,"Unf",0,180,1398,"GasA","Excellent","Y","SBrkr",1414,1384,0,2798,1,0,3,1,3,1,"Excellent",11,"Typ",1,"Good","BuiltIn",2005,"Fin",3,670,"Typical","Typical","Paved",182,37,0,0,0,0,"No_Pool","No_Fence","None",0,3,2006,"New","Partial",-93.629601,42.060459,457347
527210040,"Two_Story_1946_and_Newer","Residential_Low_Density",60,18062,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","CulDSac","Gtl","Stone_Brook","Norm","Norm","OneFam","Two_Story","Very_Excellent","Average",2006,2006,"Hip","CompShg","CemntBd","CmentBd","BrkFace",662,"Excellent","Typical","PConc","Excellent","Typical","Gd","Unf",7,"Unf",0,1528,1528,"GasA","Excellent","Y","SBrkr",1528,1862,0,3390,0,0,3,1,5,1,"Excellent",10,"Typ",1,"Excellent","BuiltIn",2006,"Fin",3,758,"Typical","Typical","Paved",204,34,0,0,0,0,"No_Pool","No_Fence","None",0,9,2006,"New","Partial",-93.629337,42.060527,545224
527212030,"Two_Story_1946_and_Newer","Residential_Low_Density",85,16056,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","OneFam","Two_Story","Excellent","Average",2005,2006,"Hip","CompShg","CemntBd","CmentBd","Stone",208,"Good","Typical","PConc","Excellent","Typical","Av","GLQ",3,"Unf",0,1752,1992,"GasA","Excellent","Y","SBrkr",1992,876,0,2868,0,0,3,1,4,1,"Excellent",11,"Typ",1,"Good","BuiltIn",2005,"Fin",3,716,"Typical","Typical","Paved",214,108,0,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"New","Partial",-93.628607,42.061478,556581
527212040,"Two_Story_1946_and_Newer","Residential_Low_Density",82,12438,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","OneFam","Two_Story","Very_Good","Average",2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",466,"Excellent","Typical","PConc","Excellent","Good","No","Unf",7,"Unf",0,1234,1234,"GasA","Excellent","Y","SBrkr",1264,1312,0,2576,0,0,2,1,4,1,"Excellent",10,"Typ",1,"Good","BuiltIn",2006,"Fin",3,666,"Typical","Typical","Paved",324,100,0,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"New","Partial",-93.62877,42.061008,361919
527216010,"Two_Story_1946_and_Newer","Residential_Low_Density",92,15922,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","Corner","Gtl","Stone_Brook","Norm","Norm","OneFam","Two_Story","Excellent","Average",2005,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",550,"Good","Typical","PConc","Excellent","Typical","Av","Unf",7,"Unf",0,1390,1390,"GasA","Excellent","Y","SBrkr",1390,1405,0,2795,0,0,3,1,4,1,"Excellent",10,"Typ",1,"Good","BuiltIn",2005,"Fin",3,660,"Typical","Typical","Paved",272,102,0,0,0,0,"No_Pool","No_Fence","None",0,1,2006,"New","Partial",-93.626337,42.059957,401179
527252090,"One_Story_PUD_1946_and_Newer","Residential_Low_Density",60,8147,"Pave","No_Alley_Access","Regular","HLS","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","TwnhsE","One_Story","Excellent","Average",2005,2005,"Hip","CompShg","MetalSd","MetalSd","BrkFace",230,"Good","Typical","PConc","Excellent","Typical","Gd","GLQ",3,"Unf",0,523,1714,"GasA","Excellent","Y","SBrkr",1714,0,0,1714,1,0,2,0,2,1,"Good",7,"Typ",1,"Good","Attchd",2005,"Fin",2,517,"Typical","Typical","Paved",156,55,0,0,0,0,"No_Pool","No_Fence","None",0,8,2006,"WD ","Normal",-93.63007,42.058563,318000
527254070,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",69,11302,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","OneFam","One_Story","Very_Good","Average",2005,2006,"Gable","CompShg","VinylSd","Other","BrkFace",238,"Good","Typical","PConc","Good","Typical","Gd","GLQ",3,"Unf",0,392,1814,"GasA","Excellent","Y","SBrkr",1826,0,0,1826,1,0,2,0,3,1,"Good",7,"Typ",1,"Typical","Attchd",2005,"Fin",3,758,"Typical","Typical","Paved",180,75,0,0,120,0,"No_Pool","No_Fence","None",0,8,2006,"New","Partial",-93.624062,42.059947,319000
527256120,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",90,18261,"Pave","No_Alley_Access","Slightly_Irregular","HLS","AllPub","Inside","Gtl","Stone_Brook","Norm","Norm","OneFam","One_Story","Excellent","Average",2005,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",420,"Excellent","Typical","PConc","Excellent","Typical","Gd","GLQ",3,"Unf",0,494,1910,"GasA","Excellent","Y","SBrkr",2000,0,0,2000,1,0,2,1,3,1,"Excellent",8,"Typ",2,"Good","Attchd",2005,"Unf",3,722,"Typical","Typical","Paved",351,102,0,0,123,0,"No_Pool","No_Fence","None",0,9,2006,"WD ","Normal",-93.628269,42.058816,470000
527301010,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",91,14145,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Good","Good",1984,1998,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"Good","Typical","CBlock","Good","Typical","Mn","ALQ",1,"Unf",0,995,1208,"GasA","Excellent","Y","SBrkr",1621,0,0,1621,1,0,2,0,3,1,"Good",8,"Typ",0,"No_Fireplace","Attchd",1984,"RFn",2,440,"Typical","Typical","Paved",108,45,0,0,0,0,"No_Pool","No_Fence","Shed",400,5,2006,"WD ","Normal",-93.638026,42.055607,202500
527302080,"One_and_Half_Story_Finished_All_Ages","Residential_Low_Density",0,13837,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_and_Half_Fin","Good","Average",1988,1988,"Gable","CompShg","HdBoard","HdBoard","BrkFace",178,"Good","Good","PConc","Good","Good","No","GLQ",3,"LwQ",202,0,1204,"GasA","Good","Y","SBrkr",1377,806,0,2183,0,0,2,1,4,1,"Good",9,"Typ",0,"No_Fireplace","Attchd",1988,"Unf",3,786,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,2,2006,"WD ","Normal",-93.637874,42.054367,229000
527325160,"Two_Story_1946_and_Newer","Residential_Low_Density",0,16659,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","Northwest_Ames","PosA","Norm","OneFam","Two_Story","Good","Good",1977,1994,"Gable","CompShg","Plywood","Plywood","BrkFace",34,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,0,795,"GasA","Fair","Y","SBrkr",1468,795,0,2263,1,0,2,1,3,1,"Good",9,"Typ",1,"Typical","Attchd",1977,"Fin",2,539,"Typical","Typical","Paved",0,250,0,0,0,0,"No_Pool","No_Fence","None",0,3,2006,"WD ","Normal",-93.6326645,42.0543376,235000
527327080,"Two_Story_1946_and_Newer","Residential_Low_Density",0,18800,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR2","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Above_Average","Average",1976,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,"Typical","Typical","PConc","Good","Typical","Mn","GLQ",3,"Unf",0,84,796,"GasA","Typical","Y","SBrkr",790,784,0,1574,1,0,2,1,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1976,"Fin",2,566,"Typical","Typical","Paved",306,111,0,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",-93.631515,42.054956,190000
527328010,"Split_Foyer","Residential_Low_Density",0,10464,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","FR3","Gtl","Northwest_Ames","Norm","Norm","OneFam","SFoyer","Above_Average","Above_Average",1980,1980,"Gable","CompShg","HdBoard","HdBoard","BrkFace",130,"Typical","Typical","CBlock","Good","Typical","Av","GLQ",3,"Unf",0,138,988,"GasA","Typical","Y","SBrkr",1102,0,0,1102,1,0,1,0,2,1,"Typical",5,"Typ",1,"Typical","Attchd",1980,"RFn",2,582,"Typical","Typical","Paved",140,22,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.633002,42.0562619,169000
527355060,"Two_Story_1946_and_Newer","Residential_Low_Density",81,10530,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","PosA","Norm","OneFam","Two_Story","Good","Average",1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",68,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,945,945,"GasA","Typical","Y","SBrkr",945,912,0,1857,0,0,2,1,4,1,"Typical",8,"Typ",1,"Typical","Attchd",1978,"RFn",2,482,"Typical","Typical","Paved",400,105,0,0,0,0,"No_Pool","Good_Privacy","None",0,7,2006,"WD ","Normal",-93.6353259,42.0524029,188900
527355280,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",79,10240,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1980,1980,"Gable","CompShg","Plywood","Plywood","BrkFace",157,"Typical","Good","CBlock","Good","Typical","No","BLQ",2,"LwQ",1061,0,1686,"GasA","Typical","Y","SBrkr",1686,0,0,1686,1,0,2,0,3,1,"Typical",7,"Typ",1,"Typical","Attchd",1980,"Unf",2,612,"Typical","Typical","Paved",384,131,0,0,0,0,"No_Pool","No_Fence","None",0,5,2006,"WD ","Normal",-93.636044,42.053418,207500
527356020,"Two_Story_1946_and_Newer","Residential_Low_Density",80,16692,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRAn","Norm","OneFam","Two_Story","Good","Average",1978,1978,"Gable","CompShg","Plywood","Plywood","BrkFace",184,"Typical","Typical","CBlock","Good","Typical","No","BLQ",2,"LwQ",469,133,1392,"GasA","Typical","Y","SBrkr",1392,1392,0,2784,1,0,3,1,5,1,"Good",12,"Typ",2,"Typical","Attchd",1978,"RFn",2,564,"Typical","Typical","Paved",0,112,0,0,440,519,"Fair","Minimum_Privacy","TenC",2000,7,2006,"WD ","Normal",-93.637387,42.050514,250000
527356060,"Two_Story_1946_and_Newer","Residential_Low_Density",85,11475,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","RRAn","Norm","OneFam","Two_Story","Above_Average","Above_Average",1975,1975,"Gable","CompShg","VinylSd","VinylSd","None",0,"Typical","Typical","CBlock","Good","Typical","No","ALQ",1,"Unf",0,163,713,"GasA","Typical","Y","SBrkr",811,741,0,1552,1,0,2,1,3,1,"Typical",6,"Typ",1,"Typical","Attchd",1975,"RFn",2,434,"Typical","Typical","Paved",209,208,0,0,0,0,"No_Pool","Minimum_Privacy","None",0,2,2006,"WD ","Normal",-93.637191,42.050176,179900
527358090,"Split_Foyer","Residential_Low_Density",0,9927,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","SFoyer","Good","Average",1976,1976,"Gable","CompShg","VinylSd","Wd Shng","Stone",252,"Good","Typical","CBlock","Excellent","Typical","Gd","GLQ",3,"Unf",0,42,1047,"GasA","Typical","Y","SBrkr",1083,0,0,1083,1,0,1,0,2,1,"Typical",5,"Typ",1,"Fair","Attchd",1976,"RFn",2,596,"Typical","Typical","Paved",444,0,40,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",-93.635367,42.049771,172000
527375160,"Split_or_Multilevel","Residential_Low_Density",81,10530,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","SLvl","Above_Average","Above_Average",1975,2000,"Gable","CompShg","Plywood","Plywood","BrkFace",248,"Typical","Typical","CBlock","Typical","Fair","No","ALQ",1,"Unf",0,127,675,"GasA","Typical","Y","SBrkr",1109,766,0,1875,0,0,3,0,3,1,"Good",8,"Typ",1,"Typical","Attchd",1975,"RFn",2,485,"Typical","Typical","Paved",48,28,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.632369,42.052362,184500
527376110,"Two_Story_1946_and_Newer","Residential_Low_Density",78,10140,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","Two_Story","Good","Average",1976,1976,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","PConc","Good","Typical","No","GLQ",3,"Unf",0,638,832,"GasA","Typical","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,"Typical",8,"Typ",1,"Typical","Attchd",1976,"RFn",2,528,"Typical","Typical","Paved",0,28,0,0,259,0,"No_Pool","Good_Wood","None",0,3,2006,"WD ","Normal",-93.632355,42.052359,162900
527377030,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",78,10140,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1974,1999,"Hip","CompShg","HdBoard","HdBoard","BrkFace",99,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"LwQ",377,0,1040,"GasA","Fair","Y","SBrkr",1309,0,0,1309,1,0,1,1,3,1,"Good",5,"Typ",1,"Fair","Attchd",1974,"RFn",2,484,"Typical","Typical","Paved",265,0,0,0,0,648,"Fair","Good_Privacy","None",0,1,2006,"WD ","Normal",-93.630289,42.04977,181000
527378010,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",80,10000,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Northwest_Ames","Norm","Norm","OneFam","One_Story","Above_Average","Above_Average",1974,1974,"Gable","CompShg","HdBoard","Plywood","BrkFace",176,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,348,1103,"GasA","Typical","Y","SBrkr",1103,0,0,1103,0,0,2,0,3,1,"Typical",6,"Typ",0,"No_Fireplace","Attchd",1974,"Unf",2,462,"Typical","Typical","Paved",295,84,0,0,0,0,"No_Pool","Good_Wood","None",0,6,2006,"WD ","Normal",-93.631162,42.049608,155000
527403120,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",0,8125,"Pave","No_Alley_Access","Slightly_Irregular","Lvl","AllPub","Corner","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Below_Average",1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,244,858,"GasA","Typical","Y","SBrkr",858,0,0,858,0,0,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.627981,42.05446,88000
527404180,"One_Story_1946_and_Newer_All_Styles","Residential_Low_Density",60,7200,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","North_Ames","Norm","Norm","OneFam","One_Story","Below_Average","Below_Average",1971,1971,"Gable","CompShg","HdBoard","HdBoard","None",0,"Typical","Typical","CBlock","Typical","Typical","No","Rec",6,"LwQ",620,224,864,"GasA","Typical","Y","SBrkr",874,0,0,874,0,1,1,0,3,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1995,"Unf",2,576,"Typical","Typical","Paved",63,0,0,0,0,0,"No_Pool","No_Fence","None",0,3,2006,"WD ","Normal",-93.627849,42.054385,97500
527450080,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",24,2160,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","TwnhsE","Two_Story","Average","Above_Average",1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,"Typical","Typical","CBlock","Typical","Typical","No","LwQ",4,"Unf",0,363,765,"GasA","Good","Y","SBrkr",765,600,0,1365,0,0,1,1,3,1,"Good",7,"Min1",1,"Fair","Attchd",1973,"Unf",2,440,"Typical","Typical","Paved",0,36,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.6292319,42.0524739,125500
527450210,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1953,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1973,1973,"Gable","CompShg","HdBoard","HdBoard","BrkFace",408,"Typical","Typical","CBlock","Typical","Fair","No","BLQ",2,"Unf",0,174,483,"GasA","Typical","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1973,"Unf",1,264,"Typical","Typical","Paved",72,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.627932,42.0527019,83000
527450460,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1890,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Good",1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",380,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,212,494,"GasA","Excellent","Y","SBrkr",494,536,0,1030,0,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1973,"Unf",1,264,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",-93.627103,42.051798,116000
527451200,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1971,1971,"Gable","CompShg","CemntBd","CmentBd","BrkFace",236,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,672,672,"GasA","Typical","Y","SBrkr",672,546,0,1218,0,0,1,1,3,1,"Typical",7,"Typ",0,"No_Fireplace","No_Garage",NA,"No_Garage",0,0,"No_Garage","No_Garage","Dirt_Gravel",201,0,0,0,0,0,"No_Pool","No_Fence","None",0,4,2006,"WD ","Abnorml",-93.627328,42.051839,91500
527451380,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Good",1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",281,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,355,672,"GasA","Good","Y","SBrkr",672,546,0,1218,0,1,1,1,3,1,"Typical",7,"Typ",0,"No_Fireplace","Detchd",1972,"Unf",1,264,"Typical","Typical","Paved",0,28,0,0,0,0,"No_Pool","No_Fence","None",0,5,2006,"WD ","Normal",-93.627366,42.051691,118000
527451450,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"Typical","Typical","CBlock","Typical","Typical","No","ALQ",1,"Unf",0,207,483,"GasA","Typical","Y","SBrkr",483,465,0,948,0,0,1,1,2,1,"Typical",5,"Typ",0,"No_Fireplace","Detchd",1972,"Unf",1,264,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,7,2006,"WD ","Normal",-93.629877,42.051672,89000
527451460,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",504,"Typical","Typical","CBlock","Typical","Typical","No","BLQ",2,"Unf",0,143,525,"GasA","Good","Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,"Typical",6,"Typ",0,"No_Fireplace","Detchd",1972,"Unf",1,264,"Typical","Typical","Paved",352,0,0,0,0,0,"No_Pool","Good_Privacy","None",0,10,2006,"WD ","Normal",-93.629846,42.051673,108000
527451520,"Two_Story_PUD_1946_and_Newer","Residential_Medium_Density",21,1680,"Pave","No_Alley_Access","Regular","Lvl","AllPub","Inside","Gtl","Briardale","Norm","Norm","Twnhs","Two_Story","Above_Average","Average",1972,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",297,"Typical","Typical","CBlock","Typical","Typical","No","Unf",7,"Unf",0,483,483,"GasA","Typical","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,"Typical",5,"Typ",1,"Poor","Attchd",1972,"Unf",1,288,"Typical","Typical","Paved",0,0,0,0,0,0,"No_Pool","No_Fence","None",0,6,2006,"WD ","Normal",-93.629516,42.051664,94500
